,R_fighter,B_fighter,Referee,date,location,Winner,Title Fight,weight_class,B Rounds,B Title Fights,B_current_win_streak,B_current_lose_streak,B_longest_win_streak,B_wins,B_losses,B_draw,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_Stance,B_Weight_lbs,R Rounds,R Title Fights,R_current_win_streak,R_current_lose_streak,R_longest_win_streak,R_wins,R_losses,R_draw,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_Stance,R_Weight_lbs,B_age,R_age,R_Age Range,B_Age Range
4373,Frank Mir,David Abbott,Larry Landless,2/28/2003,"Atlantic City, New Jersey, USA",Red,False,Heavyweight,17,3,2,0,2,8,7,0,1,5,2,Switch,265,3,0,2,0,2,2,1,0,0,0,2,Southpaw,264,,23.0,Young Prospect,nan
4374,Matt Lindland,Phil Baroni,John McCarthy,2/28/2003,"Atlantic City, New Jersey, USA",Red,False,Middleweight,7,0,1,0,2,3,1,0,1,2,0,Orthodox,170,14,1,4,0,4,5,1,0,1,2,0,Southpaw,185,26.0,32.0,Experienced,Young Prospect
4375,Vladimir Matyushenko,Pedro Rizzo,Larry Landless,2/28/2003,"Atlantic City, New Jersey, USA",Red,False,Heavyweight,27,3,4,0,4,7,4,0,0,6,0,Orthodox,241,9,1,1,0,1,2,1,0,1,1,0,Orthodox,205,28.0,32.0,Experienced,Experienced
4376,BJ Penn,Caol Uno,John McCarthy,2/28/2003,"Atlantic City, New Jersey, USA",Draw,True,Lightweight,13,1,0,1,2,3,2,0,2,1,0,Southpaw,155,13,1,3,0,3,5,1,0,1,4,0,Orthodox,155,27.0,24.0,Young Prospect,Young Prospect
4377,Gan McGee,Alexandre Dantas,John McCarthy,2/28/2003,"Atlantic City, New Jersey, USA",Red,False,Heavyweight,3,0,0,1,0,0,1,0,0,0,0,Orthodox,238,3,0,0,1,1,1,1,0,0,1,0,Orthodox,265,23.0,26.0,Young Prospect,Young Prospect
4378,Din Thomas,Matt Serra,Larry Landless,2/28/2003,"Atlantic City, New Jersey, USA",Red,False,Lightweight,10,0,0,1,2,2,2,0,0,0,1,Orthodox,170,7,0,0,1,1,1,2,0,1,0,0,Orthodox,155,28.0,26.0,Young Prospect,Experienced
4379,Robbie Lawler,Tiki Ghosn,Nelson Hamilton,11/22/2002,"Las Vegas, Nevada, USA",Red,False,Welterweight,4,0,0,2,0,0,2,0,0,0,0,Orthodox,170,5,0,2,0,2,2,0,0,1,1,0,Southpaw,170,25.0,20.0,Young Prospect,Young Prospect
4380,Carlos Newton,Pete Spratt,Larry Landless,11/22/2002,"Las Vegas, Nevada, USA",Red,False,Welterweight,1,0,1,0,1,1,0,0,0,0,1,Orthodox,170,12,4,1,0,1,2,3,0,0,0,2,Orthodox,170,31.0,26.0,Young Prospect,Experienced
4381,Andrei Arlovski,Ian Freeman,Larry Landless,11/22/2002,"Las Vegas, Nevada, USA",Red,False,Heavyweight,7,0,0,1,3,3,1,0,1,2,0,Orthodox,225,7,0,1,0,1,1,2,0,0,0,1,Orthodox,240,36.0,23.0,Young Prospect,Experienced
4382,Chuck Liddell,Renato Sobral,Larry Landless,11/22/2002,"Las Vegas, Nevada, USA",Red,False,LightHeavyweight,9,0,1,0,1,2,1,0,1,0,0,Orthodox,205,16,0,1,0,6,7,1,0,5,1,0,Orthodox,205,27.0,32.0,Experienced,Young Prospect
4383,Phillip Miller,Mark Weir,Nelson Hamilton,11/22/2002,"Las Vegas, Nevada, USA",Red,False,Middleweight,1,0,1,0,1,1,0,0,0,1,0,Southpaw,185,3,0,1,0,1,1,0,0,1,0,0,Orthodox,185,35.0,23.0,Young Prospect,Experienced
4384,Matt Hughes,Gil Castillo,John McCarthy,11/22/2002,"Las Vegas, Nevada, USA",Red,True,Welterweight,8,1,0,1,1,1,1,0,1,0,0,Southpaw,170,15,3,2,0,3,5,1,0,1,3,0,Switch,170,37.0,29.0,Experienced,Experienced
4385,Tito Ortiz,Ken Shamrock,John McCarthy,11/22/2002,"Las Vegas, Nevada, USA",Red,True,LightHeavyweight,12,0,2,0,2,5,3,0,0,1,4,Orthodox,205,22,7,1,0,5,8,2,0,2,4,1,Orthodox,205,38.0,27.0,Young Prospect,Veteran
4386,Caol Uno,Din Thomas,Larry Landless,9/27/2002,"Uncasville, Connecticut, USA",Red,False,Lightweight,4,0,0,1,1,1,1,0,1,0,0,Orthodox,155,10,1,0,1,1,2,2,0,1,1,0,Southpaw,155,25.0,27.0,Young Prospect,Young Prospect
4387,Gan McGee,Pedro Rizzo,John McCarthy,9/27/2002,"Uncasville, Connecticut, USA",Red,False,Heavyweight,26,3,4,0,4,7,3,0,0,6,0,Orthodox,241,2,0,0,1,0,0,1,0,0,0,0,Orthodox,265,28.0,25.0,Young Prospect,Experienced
4388,Matt Lindland,Ivan Salaverry,Kipp Kollar,9/27/2002,"Uncasville, Connecticut, USA",Red,False,Middleweight,3,0,1,0,1,1,0,0,0,1,0,Orthodox,185,11,1,4,0,4,4,1,0,0,2,0,Southpaw,185,31.0,32.0,Experienced,Experienced
4389,Ricco Rodriguez,Randy Couture,John McCarthy,9/27/2002,"Uncasville, Connecticut, USA",Red,True,Heavyweight,19,6,7,0,7,7,1,0,1,4,1,Orthodox,205,10,0,4,0,4,4,0,0,0,4,0,Orthodox,265,39.0,25.0,Young Prospect,Veteran
4390,Sean Sherk,Benji Radach,Larry Landless,9/27/2002,"Uncasville, Connecticut, USA",Red,False,Welterweight,4,0,0,1,1,1,1,0,1,0,0,Orthodox,185,5,0,2,0,2,2,0,0,1,0,1,Orthodox,155,23.0,29.0,Experienced,Young Prospect
4391,BJ Penn,Matt Serra,John McCarthy,9/27/2002,"Uncasville, Connecticut, USA",Red,False,Lightweight,7,0,0,1,2,2,1,0,0,0,1,Orthodox,170,10,1,3,0,3,4,1,0,0,4,0,Orthodox,155,28.0,23.0,Young Prospect,Experienced
4392,Phil Baroni,Dave Menne,Larry Landless,9/27/2002,"Uncasville, Connecticut, USA",Red,False,Middleweight,10,2,2,0,2,2,1,0,2,0,0,Orthodox,170,6,0,1,0,1,2,1,0,1,1,0,Orthodox,170,28.0,26.0,Young Prospect,Experienced
4393,Ian Freeman,Frank Mir,John McCarthy,7/13/2002,"London, England, United Kingdom",Red,False,Heavyweight,2,0,2,0,2,2,0,0,0,0,2,Southpaw,264,6,0,0,1,2,2,1,0,1,1,0,Orthodox,225,23.0,35.0,Experienced,Young Prospect
4394,Renato Sobral,Elvis Sinosic,John McCarthy,7/13/2002,"London, England, United Kingdom",Red,False,LightHeavyweight,3,1,1,0,1,1,2,0,0,0,1,Orthodox,205,6,0,1,0,1,1,1,0,0,0,0,Orthodox,205,31.0,26.0,Young Prospect,Experienced
4395,Matt Hughes,Carlos Newton,John McCarthy,7/13/2002,"London, England, United Kingdom",Red,True,Welterweight,8,3,1,0,1,2,2,0,0,0,2,Orthodox,170,11,2,2,0,2,4,1,0,1,2,0,Switch,170,25.0,28.0,Experienced,Young Prospect
4396,Mark Weir,Eugene Jackson,Larry Landless,7/13/2002,"London, England, United Kingdom",Red,False,Middleweight,10,0,2,0,2,3,3,0,0,2,1,Orthodox,185,0,0,0,0,0,0,0,0,0,0,0,Southpaw,185,35.0,34.0,Experienced,Experienced
4397,Chuck Liddell,Vitor Belfort,John McCarthy,6/22/2002,"Las Vegas, Nevada, USA",Red,False,LightHeavyweight,6,0,3,0,3,5,1,0,0,4,1,Southpaw,185,13,0,1,0,5,6,1,0,4,1,0,Orthodox,205,25.0,32.0,Experienced,Young Prospect
4398,Robbie Lawler,Steve Berger,John McCarthy,6/22/2002,"Las Vegas, Nevada, USA",Red,False,Welterweight,4,0,0,2,0,0,2,0,0,0,0,Orthodox,170,3,0,1,0,1,1,0,0,1,0,0,Southpaw,170,29.0,20.0,Young Prospect,Experienced
4399,Benji Radach,Steve Berger,John McCarthy,5/10/2002,"Bossier City, Louisiana, USA",Draw,False,Welterweight,3,0,0,1,0,0,1,0,0,0,0,Orthodox,170,0,0,0,0,0,0,0,0,0,0,0,Orthodox,185,28.0,23.0,Young Prospect,Experienced
4400,Caol Uno,Yves Edwards,Larry Landless,5/10/2002,"Bossier City, Louisiana, USA",Red,False,Lightweight,3,0,0,1,0,0,1,0,0,0,0,Southpaw,155,7,1,0,1,1,1,2,0,0,1,0,Southpaw,155,25.0,27.0,Young Prospect,Young Prospect
4401,Murilo Bustamante,Matt Lindland,John McCarthy,5/10/2002,"Bossier City, Louisiana, USA",Red,True,Middleweight,8,0,4,0,4,4,0,0,0,2,0,Southpaw,185,7,1,1,0,1,2,1,0,0,1,1,Orthodox,183,31.0,35.0,Experienced,Experienced
4402,Phil Baroni,Amar Suloev,John McCarthy,5/10/2002,"Bossier City, Louisiana, USA",Red,False,Middleweight,3,0,0,1,0,0,1,0,0,0,0,Orthodox,183,5,0,1,0,1,1,1,0,1,0,0,Orthodox,170,25.0,26.0,Young Prospect,Young Prospect
4403,Ivan Salaverry,Andrei Semenov,Mason White,5/10/2002,"Bossier City, Louisiana, USA",Red,False,Middleweight,2,0,1,0,1,1,0,0,0,1,0,Orthodox,185,0,0,0,0,0,0,0,0,0,0,0,Orthodox,185,24.0,31.0,Experienced,Young Prospect
4404,Ricco Rodriguez,Tsuyoshi Kohsaka,John McCarthy,5/10/2002,"Bossier City, Louisiana, USA",Red,False,Heavyweight,11,0,2,0,2,3,2,0,2,1,0,Orthodox,225,8,0,3,0,3,3,0,0,0,3,0,Orthodox,265,32.0,24.0,Young Prospect,Experienced
4405,Evan Tanner,Elvis Sinosic,Mason White,3/22/2002,"Las Vegas, Nevada, USA",Red,False,LightHeavyweight,2,1,1,0,1,1,1,0,0,0,1,Orthodox,205,6,1,3,0,3,4,1,0,0,2,2,Orthodox,185,31.0,31.0,Experienced,Experienced
4406,Pedro Rizzo,Andrei Arlovski,Larry Landless,3/22/2002,"Las Vegas, Nevada, USA",Red,False,Heavyweight,4,0,1,0,1,1,1,0,0,0,1,Orthodox,240,23,3,4,0,4,6,3,0,0,5,0,Orthodox,241,23.0,27.0,Young Prospect,Young Prospect
4407,Frank Mir,Pete Williams,John McCarthy,3/22/2002,"Las Vegas, Nevada, USA",Red,False,Heavyweight,15,1,1,0,2,3,4,0,0,1,2,Orthodox,235,1,0,1,0,1,1,0,0,0,0,1,Southpaw,264,26.0,22.0,Young Prospect,Young Prospect
4408,Sean Sherk,Jutaro Nakao,Mason White,3/22/2002,"Las Vegas, Nevada, USA",Red,False,Welterweight,2,0,1,0,1,1,0,0,0,1,0,Southpaw,170,2,0,1,0,1,1,0,0,0,0,1,Orthodox,155,31.0,28.0,Experienced,Experienced
4409,Josh Barnett,Randy Couture,John McCarthy,3/22/2002,"Las Vegas, Nevada, USA",Red,True,Heavyweight,17,5,7,0,7,7,0,0,1,4,1,Orthodox,205,7,0,1,0,2,3,1,0,0,2,1,Orthodox,250,38.0,24.0,Young Prospect,Veteran
4410,Matt Lindland,Pat Miletich,Larry Landless,3/22/2002,"Las Vegas, Nevada, USA",Red,False,Middleweight,20,7,7,0,7,8,1,0,1,1,3,Orthodox,170,7,0,3,0,3,3,0,0,0,1,0,Southpaw,185,34.0,31.0,Experienced,Experienced
4411,Gil Castillo,Chris Brennan,Mason White,1/11/2002,"Uncasville, Connecticut, USA",Red,False,Welterweight,1,1,0,1,0,0,1,0,0,0,0,Orthodox,170,5,1,0,1,0,0,1,0,0,0,0,Southpaw,170,30.0,36.0,Experienced,Experienced
4412,Ricco Rodriguez,Jeff Monson,Larry Landless,1/11/2002,"Uncasville, Connecticut, USA",Red,False,Heavyweight,5,0,1,0,1,1,1,0,1,0,0,Orthodox,247,5,0,2,0,2,2,0,0,0,2,0,Orthodox,265,30.0,24.0,Young Prospect,Experienced
4413,Murilo Bustamante,Dave Menne,John McCarthy,1/11/2002,"Uncasville, Connecticut, USA",Red,True,Middleweight,8,1,2,0,2,2,0,0,2,0,0,Orthodox,170,5,0,1,0,1,1,1,0,0,0,1,Orthodox,183,27.0,35.0,Experienced,Young Prospect
4414,Jens Pulver,BJ Penn,John McCarthy,1/11/2002,"Uncasville, Connecticut, USA",Red,True,Lightweight,3,0,3,0,3,3,0,0,0,3,0,Orthodox,155,18,2,0,1,5,5,1,0,3,2,0,Southpaw,145,23.0,27.0,Young Prospect,Young Prospect
4415,Kevin Randleman,Renato Sobral,John McCarthy,1/11/2002,"Uncasville, Connecticut, USA",Red,False,LightHeavyweight,3,0,1,0,1,1,0,0,0,0,0,Orthodox,205,19,4,1,0,2,3,3,0,3,0,0,Orthodox,205,26.0,30.0,Experienced,Young Prospect
4416,Andrei Semenov,Ricardo Almeida,Mason White,1/11/2002,"Uncasville, Connecticut, USA",Red,False,Middleweight,4,0,0,1,1,1,1,0,0,0,1,Orthodox,170,0,0,0,0,0,0,0,0,0,0,0,Orthodox,185,25.0,24.0,Young Prospect,Young Prospect
4417,BJ Penn,Caol Uno,Larry Landless,11/2/2001,"Las Vegas, Nevada, USA",Red,False,Lightweight,6,1,0,1,1,1,1,0,0,1,0,Southpaw,155,2,0,2,0,2,2,0,0,0,2,0,Orthodox,155,26.0,22.0,Young Prospect,Young Prospect
4418,Matt Lindland,Phil Baroni,John McCarthy,11/2/2001,"Las Vegas, Nevada, USA",Red,False,Middleweight,2,0,1,0,1,1,0,0,1,0,0,Orthodox,170,4,0,2,0,2,2,0,0,0,1,0,Southpaw,185,25.0,31.0,Experienced,Young Prospect
4419,Matt Hughes,Carlos Newton,John McCarthy,11/2/2001,"Las Vegas, Nevada, USA",Red,True,Welterweight,6,2,1,0,1,2,1,0,0,0,2,Orthodox,170,5,0,2,0,2,2,1,0,1,0,0,Switch,170,25.0,28.0,Experienced,Young Prospect
