R_fighter,B_fighter,Referee,date,location,Winner,title_bout,weight_class,B_avg_KD,B_avg_opp_KD,B_total_time_fought(seconds),B_total_rounds_fought,B_total_title_bouts,B_current_win_streak,B_current_lose_streak,B_longest_win_streak,B_wins,B_losses,B_draw,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_Stance,B_Height_cms,B_Weight_lbs,R_avg_KD,R_avg_opp_KD,R_total_time_fought(seconds),R_total_rounds_fought,R_total_title_bouts,R_current_win_streak,R_current_lose_streak,R_longest_win_streak,R_wins,R_losses,R_draw,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_Stance,R_Height_cms,R_Weight_lbs,B_age,R_age
Dennis Siver,Naoyuki Kotani,Yves Lavigne,9/8/2007,"London, England, United Kingdom",Red,FALSE,Lightweight,0,0,900,3,0,0,1,0,0,1,0,0,0,0,0,0,0,Southpaw,172.72,155,0,0,81,1,0,0,1,0,0,1,0,0,0,0,0,0,0,Orthodox,167.64000000000001,145,25,28
Gleison Tibau,Terry Etim,Mario Yamasaki,9/8/2007,"London, England, United Kingdom",Red,FALSE,Lightweight,0,0,288,1,0,1,0,1,1,0,0,0,0,0,0,1,0,Orthodox,185.42,155,0,0,392.75,6,0,0,1,2,2,1,0,0,0,1,0,1,0,Southpaw,177.8,155,21,23
Marcus Davis,Paul Taylor,Yves Lavigne,9/8/2007,"London, England, United Kingdom",Red,FALSE,Welterweight,1,0,637,3,0,1,0,1,1,0,0,0,0,0,1,0,0,Orthodox,182.88,155,0.625,0,317.5625,9,0,0,1,4,4,1,0,0,0,1,1,2,0,Southpaw,177.8,170,27,34
Jess Liaudin,Anthony Torres,Mario Yamasaki,9/8/2007,"London, England, United Kingdom",Red,FALSE,Welterweight,0,0,157,1,0,1,0,1,1,0,0,0,0,0,0,1,0,Orthodox,172.72,170,0,0,81,1,0,1,0,1,1,0,0,0,0,0,0,1,0,Orthodox,175.26,170,29,
Quinton Jackson,Dan Henderson,John McCarthy,9/8/2007,"London, England, United Kingdom",Red,TRUE,LightHeavyweight,0.5,1.5,900,4,1,2,0,2,2,0,0,0,1,1,0,0,0,Orthodox,180.34,185,1,0,321,3,1,2,0,2,2,0,0,0,0,0,2,0,0,Orthodox,185.42,205,37,29
Renato Sobral,David Heath,Steve Mazzagatti,8/25/2007,"Las Vegas, Nevada, USA",Red,FALSE,LightHeavyweight,0,0.5,713,7,0,2,0,2,2,1,0,0,1,0,0,1,0,Orthodox,180.34,205,0,1.515625,350.046875,18,1,1,0,3,5,4,0,1,0,1,0,3,0,Orthodox,185.42,205,31,31
Patrick Cote,Kendall Grove,Herb Dean,8/25/2007,"Las Vegas, Nevada, USA",Red,FALSE,Middleweight,0,0,575.75,6,1,3,0,3,3,0,0,0,0,1,1,1,0,Orthodox,198.12,185,0.125,0,700.4375,13,1,0,4,1,1,4,0,0,0,1,0,0,0,Orthodox,180.34,170,24,27
Randy Couture,Gabriel Gonzaga,Herb Dean,8/25/2007,"Las Vegas, Nevada, USA",Red,TRUE,Heavyweight,0.75,0,346.375,7,0,4,0,4,4,0,0,0,0,0,3,1,0,Orthodox,187.96,242,0.5,0.312744141,984.1716461181641,47,14,7,0,7,12,5,0,1,0,3,5,2,1,Orthodox,185.42,205,28,44
Frank Mir,Antoni Hardonk,John McCarthy,8/25/2007,"Las Vegas, Nevada, USA",Red,FALSE,Heavyweight,0.5,0,547.5,4,0,1,0,1,1,1,0,0,0,0,1,0,0,Orthodox,193.04,245,0.03125,0,315.7910156,13,1,2,0,4,7,3,0,0,0,1,1,4,0,Southpaw,190.5,264,31,28
Georges St-Pierre,Josh Koscheck,John McCarthy,8/25/2007,"Las Vegas, Nevada, USA",Red,FALSE,Welterweight,0.125,0.015625,785.515625,16,0,2,0,5,7,1,0,0,0,3,2,2,0,Orthodox,177.8,170,0.5078125,1,368.90625,17,3,2,0,5,7,2,0,0,1,2,3,1,0,Orthodox,180.34,185,29,26
Joe Stevenson,Kurt Pellegrino,John McCarthy,8/25/2007,"Las Vegas, Nevada, USA",Red,FALSE,Lightweight,0,0,290,5,0,0,1,2,2,1,0,0,0,0,0,2,0,Orthodox,172.72,155,0,0.1875,232.75,10,1,1,0,3,4,1,0,0,0,1,0,2,1,Orthodox,170.18,145,28,25
Anderson Silva,Nate Marquardt,John McCarthy,7/7/2007,"Sacramento, California, USA",Red,TRUE,Middleweight,2,0.125,768.5,11,0,4,0,4,4,0,0,0,0,3,0,1,0,Orthodox,182.88,185,0.75,0,272.5,4,1,3,0,3,3,0,0,0,0,0,2,1,0,Southpaw,187.96,185,28,32
Rashad Evans,Tito Ortiz,John McCarthy,7/7/2007,"Sacramento, California, USA",Draw,FALSE,LightHeavyweight,6.103515625e-05,0.50793457,575.4290962219238,46,10,1,0,6,14,5,0,0,2,3,7,1,1,Orthodox,190.5,205,0.625,0,518.5,13,1,5,0,5,5,0,0,1,2,0,2,0,0,Orthodox,182.88,205,32,27
Antonio Rodrigo Nogueira,Heath Herring,Yves Lavigne,7/7/2007,"Sacramento, California, USA",Red,FALSE,Heavyweight,1.5,0,900,6,0,0,1,1,1,1,0,0,0,1,0,0,0,Orthodox,193.04,250,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,190.5,240,29,31
Chris Lytle,Jason Gilliam,Jon Schorle,7/7/2007,"Sacramento, California, USA",Red,FALSE,Welterweight,0,0,94,1,0,0,1,0,0,1,0,0,0,0,0,0,0,Orthodox,182.88,170,0.03125,0.0078125,813.734375,20,1,0,2,2,2,6,0,0,0,0,0,2,0,Orthodox,180.34,170,,32
